id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
incGwtfg6rwT00w9WAqE0A,apolonia-chicago,Apolonia,https://s3-media0.fl.yelpcdn.com/bphoto/uhla3PK6YfCc---649vrNg/o.jpg,False,https://www.yelp.com/biz/apolonia-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,306,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.4,[],$$$,+13123632431,(312) 363-2431,7377.397108249483,41.85267,-87.62361,2201 S Michigan Ave,,,Chicago,60616,US,IL,"['2201 S Michigan Ave', 'Chicago, IL 60616']"
o0DaPvRb4IWH7hUWVCnoGw,monteverde-chicago,Monteverde,https://s3-media0.fl.yelpcdn.com/bphoto/A0UG6ziTe9jmMbDC4O8fVg/o.jpg,False,https://www.yelp.com/biz/monteverde-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1440,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,['delivery'],$$$,+13128883041,(312) 888-3041,3311.214645612105,41.88191,-87.65302,1020 W Madison St,,,Chicago,60607,US,IL,"['1020 W Madison St', 'Chicago, IL 60607']"
m5gfWEQI7BYTKWMYF-X-Ug,no-vacancy-chicago,No Vacancy,https://s3-media0.fl.yelpcdn.com/bphoto/Jk2yAguTafL3bD_8ZXWcyw/o.jpg,False,https://www.yelp.com/biz/no-vacancy-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,149,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.6,[],$$,+13125006666,(312) 500-6666,3968.446681064761,41.89115,-87.63375,509 N Wells St,,,Chicago,60654,US,IL,"['509 N Wells St', 'Chicago, IL 60654']"
--Yw337vTC4fLKRCaw-PLQ,xochimilco-mexican-restaurant-chicago,XOchimilco Mexican Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/5Zf_QCE-uJy1FSmnz6w-AA/o.jpg,False,https://www.yelp.com/biz/xochimilco-mexican-restaurant-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,344,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.8,"['delivery', 'pickup']",$$,+17736611534,(773) 661-1534,6275.480116128975,41.9616665,-87.6802497,2030-32 W Montrose Ave,,,Chicago,60618,US,IL,"['2030-32 W Montrose Ave', 'Chicago, IL 60618']"
T_egMuf7xJHLdldzPqOaSQ,qing-xiang-yuan-dumplings-chicago-3,Qing Xiang Yuan Dumplings,https://s3-media0.fl.yelpcdn.com/bphoto/eRzmXCDGjUut0AlNmsAW7g/o.jpg,False,https://www.yelp.com/biz/qing-xiang-yuan-dumplings-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1971,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.4,"['delivery', 'pickup']",$$,+13127991118,(312) 799-1118,6744.533138192748,41.85505,-87.63219,2002 S Wentworth Ave,Ste 103,,Chicago,60616,US,IL,"['2002 S Wentworth Ave', 'Ste 103', 'Chicago, IL 60616']"
0VEE9H6OuGaswhC70tjKeQ,beatrix-streeterville-chicago-2,Beatrix - Streeterville,https://s3-media0.fl.yelpcdn.com/bphoto/H6NKF0UVi0mwUeK19URnqQ/o.jpg,False,https://www.yelp.com/biz/beatrix-streeterville-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,1437,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.3,"['delivery', 'pickup']",$$,+13126420001,(312) 642-0001,4726.0014412716255,41.89439,-87.62261,671 N St Clair St,,,Chicago,60611,US,IL,"['671 N St Clair St', 'Chicago, IL 60611']"
ruWJerAc9VW23GvegYddnQ,gaijin-chicago,Gaijin,https://s3-media0.fl.yelpcdn.com/bphoto/Uf8BGwoDAl8uFQHskAGFYA/o.jpg,False,https://www.yelp.com/biz/gaijin-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,762,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.3,"['delivery', 'pickup']",$$,+13122651348,(312) 265-1348,3053.3507249845093,41.88583,-87.65182,950 W Lake St,,,Chicago,60607,US,IL,"['950 W Lake St', 'Chicago, IL 60607']"
PdbRfCs6fHZacu6L_5oHnA,bistro-monadnock-chicago,Bistro Monadnock,https://s3-media0.fl.yelpcdn.com/bphoto/2M_uLc8u9nhLeFf1Uvg9ZA/o.jpg,False,https://www.yelp.com/biz/bistro-monadnock-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,145,"[{'alias': 'french', 'title': 'French'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.7,[],,+13129457040,(312) 945-7040,5041.322422864629,41.877754,-87.629628,325 S Federal St,,,Chicago,60604,US,IL,"['325 S Federal St', 'Chicago, IL 60604']"
SNMDHCuAwZQX-Chtq7Q5lA,nettare-chicago-2,Nettare,https://s3-media0.fl.yelpcdn.com/bphoto/_oLV6vx2fjInm-rdkBilqg/o.jpg,False,https://www.yelp.com/biz/nettare-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,53,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,[],,,,1061.4659402869725,41.89575065216653,-87.67662461847067,1953 W Chicago Ave,,,Chicago,60622,US,IL,"['1953 W Chicago Ave', 'Chicago, IL 60622']"
9aUbPj7dgcjdqF_C0OKjPQ,gavroche-chicago,Gavroche,https://s3-media0.fl.yelpcdn.com/bphoto/ZMKGxH4B6-VDcutPTi_Deg/o.jpg,False,https://www.yelp.com/biz/gavroche-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,50,"[{'alias': 'french', 'title': 'French'}]",4.5,[],,+13128988925,(312) 898-8925,3624.59931641062,41.91,-87.63424,1529 N Wells St,,,Chicago,60611,US,IL,"['1529 N Wells St', 'Chicago, IL 60611']"
ERYEi0job-Kwca1lkOcRhg,noodlebird-chicago,NoodleBird,https://s3-media0.fl.yelpcdn.com/bphoto/GCdFIUMr58KVBJ7nG2bx7A/o.jpg,False,https://www.yelp.com/biz/noodlebird-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,130,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.3,"['delivery', 'pickup']",$$,+17737544000,(773) 754-4000,3600.441191242136,41.93194357461772,-87.7023888774715,2957 W Diversey,,,Chicago,60647,US,IL,"['2957 W Diversey', 'Chicago, IL 60647']"
-otD9myzwCgSYXdcx90jLQ,dear-margaret-chicago,Dear Margaret,https://s3-media0.fl.yelpcdn.com/bphoto/NcLrflRO5HFW5VZlE_TzFg/o.jpg,False,https://www.yelp.com/biz/dear-margaret-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,167,"[{'alias': 'french', 'title': 'French'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.6,['delivery'],$$$,+17733608213,(773) 360-8213,3616.872756012107,41.935833,-87.662938,2965 N Lincoln Ave,,,Chicago,60657,US,IL,"['2965 N Lincoln Ave', 'Chicago, IL 60657']"
sJOPkTGLi53eB46ykvDeRg,farm-bar-lakeview-chicago,Farm Bar - Lakeview,https://s3-media0.fl.yelpcdn.com/bphoto/7llaReubpG36PeD2v_llSQ/o.jpg,False,https://www.yelp.com/biz/farm-bar-lakeview-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,542,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'newamerican', 'title': 'New American'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",4.2,"['delivery', 'pickup']",$$,+17732812599,(773) 281-2599,3715.9040794570924,41.93643,-87.66141,1300 W Wellington Ave,,,Chicago,60657,US,IL,"['1300 W Wellington Ave', 'Chicago, IL 60657']"
IMZE58oaY-gRlv3qK9BCdw,tuk-tuk-thai-isan-street-food-chicago,Tuk Tuk Thai Isan Street Food,https://s3-media0.fl.yelpcdn.com/bphoto/2Q8FZBIaGOZpd87Isl657A/o.jpg,False,https://www.yelp.com/biz/tuk-tuk-thai-isan-street-food-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,285,"[{'alias': 'thai', 'title': 'Thai'}]",4.4,"['delivery', 'pickup']",$$,+17736619739,(773) 661-9739,4143.974916968981,41.934138,-87.64626,2852 N Clark St,,,Chicago,60657,US,IL,"['2852 N Clark St', 'Chicago, IL 60657']"
Jht3PLwPH693bseS7J0FDA,maxwells-trading-chicago,Maxwells Trading,https://s3-media0.fl.yelpcdn.com/bphoto/8DVpIeKJTCE_ICerptQsTQ/o.jpg,False,https://www.yelp.com/biz/maxwells-trading-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,161,"[{'alias': 'newamerican', 'title': 'New American'}]",4.5,[],,+13128964410,(312) 896-4410,2211.8305483149006,41.88767535355601,-87.665248028934,1516 W Carroll Ave,,,Chicago,60607,US,IL,"['1516 W Carroll Ave', 'Chicago, IL 60607']"
a2ogrDeg0HwwzlLIj3x-Qg,boonies-filipino-restaurant-chicago,Boonie's Filipino Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/5PU1i83ppBEO31qzss1Y0w/o.jpg,False,https://www.yelp.com/biz/boonies-filipino-restaurant-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,199,"[{'alias': 'filipino', 'title': 'Filipino'}]",4.5,"['delivery', 'pickup']",,+17089908886,(708) 990-8886,6219.280499099706,41.96063,-87.68828,4337 N Western Ave,,,Chicago,60618,US,IL,"['4337 N Western Ave', 'Chicago, IL 60618']"
cKZNbMvoqJaUe7n6lf6i7w,wildberry-pancakes-and-cafe-chicago-2,Wildberry Pancakes and Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/sYdVm-TtBqdjkgVGXmRSXg/o.jpg,False,https://www.yelp.com/biz/wildberry-pancakes-and-cafe-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,10087,"[{'alias': 'pancakes', 'title': 'Pancakes'}, {'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.4,"['restaurant_reservation', 'delivery', 'pickup']",$$,+13129389777,(312) 938-9777,5058.474914817182,41.884944,-87.623143,130 E Randolph St,,,Chicago,60601,US,IL,"['130 E Randolph St', 'Chicago, IL 60601']"
9mhqcimD0CYvqxzfj_VXnQ,little-bad-wolf-chicago,Little Bad Wolf,https://s3-media0.fl.yelpcdn.com/bphoto/X_RUy9GZ5DJRIzf9A739OQ/o.jpg,False,https://www.yelp.com/biz/little-bad-wolf-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,2496,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.4,"['delivery', 'pickup']",$$,+17739426399,(773) 942-6399,8713.427015509145,41.983356,-87.669057,1541 W Bryn Mawr Ave,,,Chicago,60660,US,IL,"['1541 W Bryn Mawr Ave', 'Chicago, IL 60660']"
CsOBdkThymA-WUlwf_xa_Q,tama-chicago-2,Tama,https://s3-media0.fl.yelpcdn.com/bphoto/hx-6_n6mTFQgva78nclpoA/o.jpg,False,https://www.yelp.com/biz/tama-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,55,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,[],,+13129550212,(312) 955-0212,1353.6435125082073,41.917433859834425,-87.67786993822337,1952 N Damen Ave,,,Chicago,60647,US,IL,"['1952 N Damen Ave', 'Chicago, IL 60647']"
UKs05XWhbP0riI8O0Kv36w,boeufhaus-chicago,Boeufhaus,https://s3-media0.fl.yelpcdn.com/bphoto/JdjZHqlAkka5I86ZshrB_g/o.jpg,False,https://www.yelp.com/biz/boeufhaus-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,483,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.2,['delivery'],$$$,+17736612116,(773) 661-2116,1007.731288814802,41.899831,-87.687487,1012 N Western Ave,,,Chicago,60622,US,IL,"['1012 N Western Ave', 'Chicago, IL 60622']"
rzeQrwEuv1lo_wu1oD_brA,mirella-s-tavern-chicago,Mirella’s Tavern,https://s3-media0.fl.yelpcdn.com/bphoto/9_cmjjPLv0u0jSeL02ogOQ/o.jpg,False,https://www.yelp.com/biz/mirella-s-tavern-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,66,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",4.4,"['delivery', 'pickup']",,+17732706196,(773) 270-6196,259.02485297531945,41.90337419999999,-87.679574,2056 W Division St,,,Chicago,60622,US,IL,"['2056 W Division St', 'Chicago, IL 60622']"
4i1Ny2zIE1VJSU9gLMkHqg,lula-cafe-chicago-3,Lula Cafe,https://s3-media0.fl.yelpcdn.com/bphoto/xNG0MnCEP_EUjFYuu3VJBg/o.jpg,False,https://www.yelp.com/biz/lula-cafe-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,2387,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.3,"['delivery', 'pickup']",$$,+17734899554,(773) 489-9554,3465.327196624243,41.927668036295,-87.706845233929,2537 N Kedzie Blvd,,,Chicago,60647,US,IL,"['2537 N Kedzie Blvd', 'Chicago, IL 60647']"
TpnJu57_NYEjgJyL6klurg,perilla-steakhouse-chicago-5,PERILLA steakhouse,https://s3-media0.fl.yelpcdn.com/bphoto/C_9edXz-MtkkawpF-u0oIw/o.jpg,False,https://www.yelp.com/biz/perilla-steakhouse-chicago-5?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,126,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.2,"['delivery', 'pickup']",,+13122369300,(312) 236-9300,4751.14073058608,41.88655,-87.62604,225 N Wabash Ave,,,Chicago,60601,US,IL,"['225 N Wabash Ave', 'Chicago, IL 60601']"
WyjV1N1iQcXnk9_oLHaKxw,pinched-on-the-river-chicago,Pinched on the River,https://s3-media0.fl.yelpcdn.com/bphoto/XTSO346yeQ3HDZVLg-_JaA/o.jpg,False,https://www.yelp.com/biz/pinched-on-the-river-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,495,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.4,"['delivery', 'pickup']",$$,+13125263883,(312) 526-3883,5361.856765940691,41.8909516,-87.6161529,443 E Illinois St,,,Chicago,60611,US,IL,"['443 E Illinois St', 'Chicago, IL 60611']"
QFg4CAuJRC98_GXVjyrRpA,chengdu-bistro-chicago-2,Chengdu Bistro,https://s3-media0.fl.yelpcdn.com/bphoto/UkEZNdqMlkkF10Tc0Ht3Uw/o.jpg,False,https://www.yelp.com/biz/chengdu-bistro-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,47,"[{'alias': 'chinese', 'title': 'Chinese'}]",4.5,"['restaurant_reservation', 'delivery', 'pickup']",,+18723152926,(872) 315-2926,694.6487331582257,41.91020072350959,-87.682875841856,2211 W North Ave,,,Chicago,60647,US,IL,"['2211 W North Ave', 'Chicago, IL 60647']"
0qW7MJ0trxnoWzCHBiBgbQ,union-chicago-4,Union,https://s3-media0.fl.yelpcdn.com/bphoto/SaHK7Xl8sKFH0SDoP6Lp8w/o.jpg,False,https://www.yelp.com/biz/union-chicago-4?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,72,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.5,[],,+17736977788,(773) 697-7788,2462.5534945657932,41.9218,-87.69769,2202 N California Ave,,,Chicago,60647,US,IL,"['2202 N California Ave', 'Chicago, IL 60647']"
7vsOVA4wrHP6f3DMQdD8og,volare-ristorante-italiano-chicago,Volare Ristorante Italiano,https://s3-media0.fl.yelpcdn.com/bphoto/88aPSSGsjO6R6l8lAEvnbg/o.jpg,False,https://www.yelp.com/biz/volare-ristorante-italiano-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,3093,"[{'alias': 'italian', 'title': 'Italian'}]",4.3,"['delivery', 'restaurant_reservation', 'pickup']",$$$,+13124109900,(312) 410-9900,4816.404695098029,41.8915901798304,-87.6225186472213,201 E Grand Ave,,,Chicago,60611,US,IL,"['201 E Grand Ave', 'Chicago, IL 60611']"
KSN52IyGX6tsKLFyXfRCzg,gussies-handmade-italian-chicago,Gussie's Handmade Italian,https://s3-media0.fl.yelpcdn.com/bphoto/7P24aZ5aBBaBKVNxhwbHhA/o.jpg,False,https://www.yelp.com/biz/gussies-handmade-italian-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,343,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]",4.3,"['delivery', 'pickup']",$$,+13129293091,(312) 929-3091,3519.1842468150585,41.91098828028453,-87.6359135883639,227 W North Ave,,,Chicago,60610,US,IL,"['227 W North Ave', 'Chicago, IL 60610']"
t2nXebM7aqTj_qq6saZ89g,eataly-chicago-chicago-6,Eataly Chicago,https://s3-media0.fl.yelpcdn.com/bphoto/-51tE5R_DODX6IBAOqkEeA/o.jpg,False,https://www.yelp.com/biz/eataly-chicago-chicago-6?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,4613,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'intlgrocery', 'title': 'International Grocery'}]",3.9,"['delivery', 'pickup']",$$,+13125218700,(312) 521-8700,4496.376678474428,41.892335432963,-87.6262607945148,43 E Ohio St,,,Chicago,60611,US,IL,"['43 E Ohio St', 'Chicago, IL 60611']"
dKbk0C9z_mRXh24-0vIHqA,mirra-chicago,Mirra,https://s3-media0.fl.yelpcdn.com/bphoto/26k4riQWH6QmZGbZbGT7yg/o.jpg,False,https://www.yelp.com/biz/mirra-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,84,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'indpak', 'title': 'Indian'}]",4.3,[],,,,1412.390271591231,41.917959764150055,-87.67737831920385,1954 W Armitage Ave,,,Chicago,60622,US,IL,"['1954 W Armitage Ave', 'Chicago, IL 60622']"
HuB9hjq-X4LEEqxN2RhAVw,kama-chicago-2,Kama,https://s3-media0.fl.yelpcdn.com/bphoto/3GhZ7ERAK-1mV0q1iZ6RDQ/o.jpg,False,https://www.yelp.com/biz/kama-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,110,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,"['delivery', 'pickup']",,+17739047640,(773) 904-7640,498.54875265854815,41.90971,-87.676833,1560 N Milwaukee Ave,,,Chicago,60622,US,IL,"['1560 N Milwaukee Ave', 'Chicago, IL 60622']"
PtqCsmnOow_ByOkj38eB8w,the-evie-chicago,The Evie,https://s3-media0.fl.yelpcdn.com/bphoto/1oVK9OyL-q4bf4ktvipQhg/o.jpg,False,https://www.yelp.com/biz/the-evie-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,277,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.5,"['delivery', 'pickup']",$$$,+13127013300,(312) 701-3300,4686.022603380091,41.892207051940055,-87.62390403884024,537 N Michigan Ave,,,Chicago,60611,US,IL,"['537 N Michigan Ave', 'Chicago, IL 60611']"
W83v9XeJyspMiJ7CwThvVQ,seville-chicago-chicago,Seville Chicago,https://s3-media0.fl.yelpcdn.com/bphoto/-WzsOoCtsvuEZmm_aUpmuw/o.jpg,False,https://www.yelp.com/biz/seville-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,83,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,"['delivery', 'pickup']",,+17733390362,(773) 339-0362,4623.222602326566,41.87845447072228,-87.6350425,243 S Franklin St,,,Chicago,60606,US,IL,"['243 S Franklin St', 'Chicago, IL 60606']"
iOMvXQYFl6_mtw0wX6ZUXw,forbidden-root-chicago,Forbidden Root,https://s3-media0.fl.yelpcdn.com/bphoto/flCaVpuO0bD6PAuWBntEnA/o.jpg,False,https://www.yelp.com/biz/forbidden-root-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,634,"[{'alias': 'brewpubs', 'title': 'Brewpubs'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,"['delivery', 'pickup']",$$,+13129292202,(312) 929-2202,1128.4224298150998,41.89628,-87.671551,1746 W Chicago Ave,,,Chicago,60622,US,IL,"['1746 W Chicago Ave', 'Chicago, IL 60622']"
NCbmJtryUXXg1mtoZg8aJg,tak-korean-bistro-and-karaoke-chicago,TAK Korean Bistro & Karaoke,https://s3-media0.fl.yelpcdn.com/bphoto/TPcDriS5OH-4F6FHqj-fwQ/o.jpg,False,https://www.yelp.com/biz/tak-korean-bistro-and-karaoke-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,126,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'karaoke', 'title': 'Karaoke'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.4,"['delivery', 'pickup']",$$$,+13127226632,(312) 722-6632,5922.344768521574,41.86823,-87.62635,1132 S Wabash Ave,Lower Level,,Chicago,60605,US,IL,"['1132 S Wabash Ave', 'Lower Level', 'Chicago, IL 60605']"
ZhHonGY7XknrPjwtx2jg2A,khmai-chicago,Khmai,https://s3-media0.fl.yelpcdn.com/bphoto/wj5cBkghQVUwDINqCLeHBw/o.jpg,False,https://www.yelp.com/biz/khmai-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,73,"[{'alias': 'cambodian', 'title': 'Cambodian'}]",4.5,[],,+13126267710,(312) 626-7710,10889.881295466877,42.00239984854286,-87.66098231077194,6580 N Sheridan Rd,,,Chicago,60626,US,IL,"['6580 N Sheridan Rd', 'Chicago, IL 60626']"
